#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
chr11_18166	17.00	chr11_18166	17.00	0	0	0	0	0	0	0	1.00	1.00	0	0	1.00	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	1.00	2.00	0	1.00	0	1.00	0	0	0	0	0	0	0	2.00	0	0	2.00	1.00	0	0	0	0	0	0	0	0	0	0.08	0.07	0	0	0.07	0	0	0	0	0.07	0.08	0	0	0	0	0	0	0	0	0	0.08	0	0	0.09	0	0.09	0.19	0	0.09	0	0.08	0	0	0	0	0	0	0	0.17	0	0	0.16	0.07	0	0
chr11_18199	44.00	chr11_18199	44.00	1.00	3.00	1.00	2.00	3.00	0	0	1.00	0	3.00	1.00	2.00	4.00	0	0	0	1.00	0	0	0	1.00	1.00	1.00	0	0	2.00	1.00	2.00	3.00	0	1.00	0	0	1.00	1.00	2.00	1.00	0	0	0	1.00	0	0	0	0	0	1.00	0	0	3.00	0	0	0.08	0.21	0.07	0.14	0.21	0	0	0.08	0	0.21	0.08	0.15	0.15	0	0	0	0.07	0	0	0	0.08	0.08	0.08	0	0	0.18	0.11	0.16	0.26	0	0.09	0	0	0.09	0.08	0.18	0.09	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0.20	0	0
chr11_18214	7.00	chr11_18214	7.00	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.07	0	0	0.07	0.08	0	0	0	0	0	0	0
chr11_18221	105.00	chr11_18221	105.00	1.00	4.00	3.00	1.00	6.00	1.00	3.00	0	1.00	4.00	0	3.00	5.00	4.00	0	4.00	2.00	3.00	2.00	2.00	2.00	2.00	4.00	2.00	1.00	0	1.00	1.00	2.00	2.00	1.00	2.00	0	2.00	5.00	1.00	2.00	4.00	4.00	3.00	0	1.00	1.00	2.00	1.00	1.00	2.00	4.00	0	1.00	2.00	0	0.08	0.28	0.22	0.07	0.41	0.07	0.20	0	0.07	0.27	0	0.22	0.19	0.30	0	0.29	0.15	0.25	0.15	0.15	0.16	0.16	0.31	0.16	0.08	0	0.11	0.08	0.17	0.19	0.09	0.17	0	0.19	0.41	0.09	0.17	0.33	0.34	0.24	0	0.07	0.08	0.14	0.08	0.08	0.15	0.29	0	0.07	0.15	0
chr11_18251	66.00	chr11_18251	66.00	1.00	4.00	1.00	2.00	2.00	3.00	1.00	1.00	0	1.00	1.00	2.00	1.00	2.00	1.00	2.00	2.00	0	1.00	3.00	1.00	1.00	0	1.00	3.00	0	1.00	1.00	1.00	3.00	0	0	0	2.00	2.00	2.00	0	1.00	1.00	1.00	3.00	1.00	0	0	0	2.00	2.00	1.00	1.00	2.00	1.00	1.00	0.08	0.28	0.07	0.14	0.14	0.20	0.07	0.08	0	0.07	0.08	0.15	0.04	0.15	0.07	0.14	0.15	0	0.07	0.23	0.08	0.08	0	0.08	0.23	0	0.11	0.08	0.09	0.29	0	0	0	0.19	0.17	0.18	0	0.08	0.08	0.08	0.21	0.07	0	0	0	0.17	0.15	0.07	0.08	0.14	0.08	0.08
chr11_18269	22.00	chr11_18269	22.00	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	2.00	0	1.00	0	1.00	1.00	1.00	0	0	0	0	0	1.00	1.00	1.00	0	3.00	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0.08	0.07	0.07	0	0	0.07	0	0.07	0	0.07	0.08	0.07	0	0	0	0	0	0.08	0.09	0.11	0	0.26	0	0	0	0	0.09	0.17	0.09	0	0	0	0	0	0	0	0.07	0.08	0	0	0	0	0	0.08	0
chr11_18273	2.00	chr11_18273	2.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0
chr11_18366	34.00	chr11_18366	34.00	1.00	0	1.00	0	0	0	1.00	2.00	1.00	0	0	0	0	0	1.00	0	1.00	2.00	1.00	0	1.00	0	3.00	1.00	2.00	0	1.00	1.00	1.00	1.00	0	3.00	0	0	2.00	3.00	0	1.00	0	1.00	0	0	0	0	2.00	0	0	0	0	0	0	0	0.08	0	0.07	0	0	0	0.07	0.16	0.07	0	0	0	0	0	0.07	0	0.07	0.16	0.07	0	0.08	0	0.24	0.08	0.15	0	0.11	0.08	0.09	0.10	0	0.26	0	0	0.17	0.27	0	0.08	0	0.08	0	0	0	0	0.15	0	0	0	0	0	0	0
chr11_18403	8.00	chr11_18403	8.00	1.00	0	0	0	1.00	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	2.00	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.07	0.07	0	0	0	0	0	0.07	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0.09	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_18410	18.00	chr11_18410	18.00	0	0	0	0	0	1.00	0	0	0	0	2.00	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	1.00	0	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.16	0.07	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.18	0.11	0.08	0	0	0.09	0	0.09	0.09	0.08	0.09	0	0	0	0	0	0	0	0.14	0.08	0.08	0	0	0	0	0	0
chr11_18464	282.00	chr11_18464	282.00	4.00	4.00	6.00	5.00	8.00	6.00	1.00	4.00	8.00	18.00	1.00	0	4.00	6.00	2.00	1.00	9.00	14.00	9.00	3.00	6.00	1.00	9.00	7.00	8.00	3.00	11.00	5.00	1.00	13.00	5.00	3.00	5.00	9.00	7.00	6.00	6.00	1.00	8.00	4.00	6.00	2.00	4.00	5.00	4.00	10.00	4.00	2.00	4.00	5.00	5.00	0	0.31	0.28	0.45	0.36	0.55	0.41	0.07	0.32	0.57	1.23	0.08	0	0.15	0.45	0.14	0.07	0.66	1.15	0.66	0.23	0.47	0.08	0.71	0.56	0.60	0.26	1.17	0.40	0.09	1.26	0.45	0.26	0.43	0.84	0.58	0.53	0.52	0.08	0.68	0.32	0.42	0.14	0.30	0.36	0.31	0.83	0.30	0.15	0.31	0.34	0.39	0
chr11_18469	4.00	chr11_18469	4.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.08	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_18470	4.00	chr11_18470	4.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.08	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_18530	387.00	chr11_18530	387.00	0	0	1.00	63.00	0	2.00	0	0	0	0	40.00	0	2.00	0	1.00	2.00	1.00	1.00	0	3.00	0	0	0	0	62.00	1.00	26.00	0	1.00	0	0	0	1.00	1.00	0	1.00	0	0	0	3.00	2.00	0	1.00	2.00	0	0	75.00	0	1.00	91.00	2.00	1.00	0	0	0.07	4.56	0	0.14	0	0	0	0	3.18	0	0.07	0	0.07	0.14	0.07	0.08	0	0.23	0	0	0	0	4.68	0.09	2.76	0	0.09	0	0	0	0.09	0.09	0	0.09	0	0	0	0.24	0.14	0	0.08	0.14	0	0	5.55	0	0.08	6.18	0.15	0.08
chr11_18549	107.00	chr11_18549	107.00	1.00	1.00	0	3.00	0	4.00	2.00	0	3.00	1.00	5.00	2.00	5.00	1.00	0	4.00	1.00	6.00	2.00	1.00	0	2.00	3.00	0	1.00	1.00	3.00	0	3.00	2.00	0	1.00	2.00	0	1.00	0	3.00	4.00	0	0	1.00	0	2.00	2.00	11.00	3.00	7.00	1.00	4.00	3.00	2.00	3.00	0.08	0.07	0	0.22	0	0.27	0.13	0	0.22	0.07	0.40	0.15	0.19	0.08	0	0.29	0.07	0.49	0.15	0.08	0	0.16	0.24	0	0.08	0.09	0.32	0	0.26	0.19	0	0.09	0.17	0	0.08	0	0.26	0.33	0	0	0.07	0	0.15	0.14	0.84	0.25	0.52	0.07	0.31	0.20	0.15	0.25
chr11_18673	3.00	chr11_18673	3.00	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_18723	17.00	chr11_18723	17.00	1.00	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	1.00	0	1.00	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	1.00	0	1.00	1.00	0.08	0	0	0	0.14	0.07	0.07	0	0	0	0	0	0	0.08	0	0	0.07	0	0	0	0.08	0	0	0	0	0.09	0	0	0	0.10	0	0.09	0	0	0.08	0	0	0	0	0	0	0	0.08	0	0	0	0	0.07	0.08	0	0.08	0.08
chr11_18733	3.00	chr11_18733	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
chr11_18887	17.00	chr11_18887	17.00	1.00	0	0	0	0	0	0	0	0	1.00	0	0	3.00	0	1.00	1.00	1.00	0	0	0	1.00	1.00	0	0	0	0	1.00	0	0	1.00	1.00	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0.08	0	0	0	0	0	0	0	0	0.07	0	0	0.11	0	0.07	0.07	0.07	0	0	0	0.08	0.08	0	0	0	0	0.11	0	0	0.10	0.09	0.09	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.08	0
chr11_18905	83.00	chr11_18905	83.00	2.00	1.00	0	1.00	0	0	0	2.00	1.00	3.00	2.00	0	7.00	1.00	0	1.00	3.00	0	3.00	2.00	0	3.00	0	2.00	4.00	4.00	2.00	2.00	2.00	0	2.00	4.00	2.00	0	2.00	1.00	5.00	0	2.00	3.00	3.00	0	3.00	1.00	1.00	0	0	2.00	0	1.00	1.00	2.00	0.15	0.07	0	0.07	0	0	0	0.16	0.07	0.21	0.16	0	0.26	0.08	0	0.07	0.22	0	0.22	0.15	0	0.24	0	0.16	0.30	0.35	0.21	0.16	0.17	0	0.18	0.35	0.17	0	0.17	0.09	0.44	0	0.17	0.24	0.21	0	0.23	0.07	0.08	0	0	0.15	0	0.07	0.08	0.17
chr11_18949	44.00	chr11_18949	44.00	3.00	1.00	0	0	1.00	2.00	0	1.00	2.00	1.00	1.00	0	1.00	3.00	0	1.00	0	0	3.00	1.00	0	1.00	1.00	1.00	2.00	1.00	0	0	1.00	0	1.00	1.00	2.00	0	1.00	0	1.00	2.00	1.00	0	1.00	0	0	0	1.00	1.00	0	0	1.00	2.00	0	1.00	0.23	0.07	0	0	0.07	0.14	0	0.08	0.14	0.07	0.08	0	0.04	0.23	0	0.07	0	0	0.22	0.08	0	0.08	0.08	0.08	0.15	0.09	0	0	0.09	0	0.09	0.09	0.17	0	0.08	0	0.09	0.17	0.08	0	0.07	0	0	0	0.08	0.08	0	0	0.08	0.14	0	0.08
chr11_18952	49249.00	chr11_18952	49249.00	1022.00	853.00	569.00	1048.00	597.00	713.00	453.00	557.00	979.00	667.00	1528.00	461.00	1094.00	583.00	695.00	1243.00	670.00	1846.00	1198.00	943.00	1026.00	899.00	518.00	575.00	1129.00	1567.00	2739.00	908.00	826.00	531.00	531.00	553.00	1425.00	1301.00	624.00	484.00	666.00	493.00	630.00	629.00	559.00	1452.00	677.00	888.00	3027.00	2299.00	689.00	1509.00	522.00	988.00	212.00	654.00	79.00	60.55	42.39	75.84	41.06	48.51	29.79	44.34	70.35	45.75	121.34	34.15	41.00	43.89	47.29	89.83	48.94	151.41	87.97	73.08	80.64	71.60	40.68	46.18	85.20	137.59	290.95	72.84	70.29	51.41	48.13	48.07	122.94	121.79	51.54	43.02	58.26	41.07	53.29	49.56	39.58	100.57	51.16	64.04	230.85	191.51	50.96	109.83	40.91	67.06	16.34	54.82
chr11_18969	80732.00	chr11_18969	80732.00	1671.00	1036.00	4073.00	1522.00	785.00	1295.00	4756.00	1477.00	1193.00	1104.00	1575.00	1536.00	2424.00	1019.00	1719.00	1111.00	1079.00	916.00	1356.00	1297.00	1331.00	5365.00	779.00	622.00	480.00	407.00	1850.00	854.00	878.00	1475.00	1422.00	3000.00	1027.00	1108.00	452.00	590.00	1240.00	620.00	770.00	1662.00	413.00	714.00	563.00	686.00	2451.00	2349.00	865.00	6837.00	1148.00	1774.00	1067.00	2989.00	129.17	73.54	303.42	110.14	53.99	88.11	312.75	117.58	85.73	75.73	125.07	113.78	90.84	76.72	116.96	80.29	78.82	75.13	99.57	100.51	104.62	427.28	61.17	49.96	36.22	35.74	196.52	68.51	74.71	142.80	128.90	260.79	88.60	103.72	37.33	52.44	108.47	51.65	65.13	130.95	29.24	49.45	42.55	49.47	186.92	195.68	63.97	497.60	89.96	120.40	82.26	250.57
chr11_19065	56.00	chr11_19065	56.00	0	1.00	0	2.00	1.00	2.00	0	0	0	1.00	0	0	0	3.00	1.00	0	0	1.00	1.00	2.00	2.00	0	0	1.00	1.00	0	3.00	4.00	2.00	0	1.00	2.00	3.00	3.00	1.00	0	2.00	4.00	3.00	1.00	0	0	1.00	0	0	2.00	1.00	0	2.00	1.00	0	1.00	0	0.07	0	0.14	0.07	0.14	0	0	0	0.07	0	0	0	0.23	0.07	0	0	0.08	0.07	0.15	0.16	0	0	0.08	0.08	0	0.32	0.32	0.17	0	0.09	0.17	0.26	0.28	0.08	0	0.17	0.33	0.25	0.08	0	0	0.08	0	0	0.17	0.07	0	0.16	0.07	0	0.08
chr11_19075	15.00	chr11_19075	15.00	0	0	0	2.00	1.00	1.00	0	0	1.00	0	1.00	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	2.00	0	0	0	1.00	1.00	0	0	0	0.14	0.07	0.07	0	0	0.07	0	0.08	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.15	0	0	0	0.08	0.08
chr11_19081	43.00	chr11_19081	43.00	0	1.00	1.00	0	0	0	0	0	1.00	1.00	1.00	0	2.00	2.00	0	3.00	2.00	0	1.00	2.00	2.00	0	1.00	0	1.00	0	0	1.00	2.00	0	0	0	0	3.00	1.00	0	0	1.00	0	1.00	3.00	0	0	0	3.00	1.00	0	1.00	1.00	1.00	3.00	0	0	0.07	0.07	0	0	0	0	0	0.07	0.07	0.08	0	0.07	0.15	0	0.22	0.15	0	0.07	0.15	0.16	0	0.08	0	0.08	0	0	0.08	0.17	0	0	0	0	0.28	0.08	0	0	0.08	0	0.08	0.21	0	0	0	0.23	0.08	0	0.07	0.08	0.07	0.23	0
chr11_19126	9.00	chr11_19126	9.00	0	0	1.00	1.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	0	0	0	0	0.07	0.07	0	0	0	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.08	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20	0	0
chr11_19135	21.00	chr11_19135	21.00	1.00	1.00	0	0	0	0	2.00	1.00	0	0	0	1.00	1.00	0	0	1.00	0	1.00	0	0	0	0	0	0	0	2.00	1.00	0	0	1.00	0	1.00	0	0	2.00	1.00	1.00	1.00	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0.08	0.07	0	0	0	0	0.13	0.08	0	0	0	0.07	0.04	0	0	0.07	0	0.08	0	0	0	0	0	0	0	0.18	0.11	0	0	0.10	0	0.09	0	0	0.17	0.09	0.09	0.08	0	0.08	0	0	0	0	0.08	0	0	0	0	0	0	0
chr11_19190	60.00	chr11_19190	60.00	0	1.00	2.00	2.00	0	1.00	1.00	0	0	2.00	2.00	1.00	8.00	0	1.00	0	0	0	2.00	0	0	0	0	0	3.00	0	2.00	0	1.00	1.00	1.00	3.00	0	0	0	1.00	4.00	0	0	3.00	1.00	1.00	3.00	2.00	3.00	3.00	1.00	0	2.00	2.00	0	0	0	0.07	0.15	0.14	0	0.07	0.07	0	0	0.14	0.16	0.07	0.30	0	0.07	0	0	0	0.15	0	0	0	0	0	0.23	0	0.21	0	0.09	0.10	0.09	0.26	0	0	0	0.09	0.35	0	0	0.24	0.07	0.07	0.23	0.14	0.23	0.25	0.07	0	0.16	0.14	0	0
chr11_19220	4.00	chr11_19220	4.00	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_19242	19.00	chr11_19242	19.00	0	1.00	1.00	0	0	1.00	1.00	0	1.00	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	1.00	1.00	1.00	0	0	1.00	0	0	0	0	0	0	0	0	1.00	1.00	0	1.00	2.00	0	1.00	0	0	1.00	0	0	1.00	0	0	0	0	0.07	0.07	0	0	0.07	0.07	0	0.07	0	0	0	0	0	0	0	0.07	0	0.07	0	0	0	0.08	0.08	0.08	0	0	0.08	0	0	0	0	0	0	0	0	0.09	0.08	0	0.08	0.14	0	0.08	0	0	0.08	0	0	0.08	0	0	0
chr11_19299	155.00	chr11_19299	155.00	1.00	2.00	3.00	3.00	4.00	2.00	1.00	5.00	1.00	1.00	4.00	6.00	3.00	4.00	0	4.00	2.00	0	3.00	5.00	1.00	4.00	3.00	2.00	5.00	3.00	5.00	4.00	2.00	1.00	4.00	6.00	3.00	0	4.00	0	5.00	5.00	3.00	4.00	2.00	0	5.00	1.00	5.00	7.00	5.00	2.00	3.00	3.00	0	4.00	0.08	0.14	0.22	0.22	0.28	0.14	0.07	0.40	0.07	0.07	0.32	0.44	0.11	0.30	0	0.29	0.15	0	0.22	0.39	0.08	0.32	0.24	0.16	0.38	0.26	0.53	0.32	0.17	0.10	0.36	0.52	0.26	0	0.33	0	0.44	0.42	0.25	0.32	0.14	0	0.38	0.07	0.38	0.58	0.37	0.15	0.24	0.20	0	0.34
chr11_19320	1.00	chr11_19320	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_19342	39.00	chr11_19342	39.00	1.00	0	0	0	1.00	2.00	1.00	0	2.00	0	1.00	2.00	0	0	0	0	1.00	0	0	0	2.00	1.00	0	2.00	0	1.00	1.00	1.00	2.00	2.00	1.00	0	2.00	2.00	2.00	0	0	1.00	0	0	0	0	0	0	1.00	2.00	2.00	0	3.00	0	0	0	0.08	0	0	0	0.07	0.14	0.07	0	0.14	0	0.08	0.15	0	0	0	0	0.07	0	0	0	0.16	0.08	0	0.16	0	0.09	0.11	0.08	0.17	0.19	0.09	0	0.17	0.19	0.17	0	0	0.08	0	0	0	0	0	0	0.08	0.17	0.15	0	0.24	0	0	0
chr11_19369	343.00	chr11_19369	343.00	3.00	1.00	10.00	5.00	3.00	3.00	4.00	3.00	16.00	11.00	5.00	10.00	15.00	10.00	0	7.00	14.00	4.00	9.00	5.00	7.00	2.00	4.00	6.00	15.00	15.00	12.00	7.00	15.00	2.00	3.00	9.00	7.00	7.00	7.00	6.00	3.00	5.00	7.00	3.00	8.00	2.00	8.00	6.00	5.00	8.00	4.00	2.00	3.00	8.00	2.00	7.00	0.23	0.07	0.74	0.36	0.21	0.20	0.26	0.24	1.15	0.75	0.40	0.74	0.56	0.75	0	0.51	1.02	0.33	0.66	0.39	0.55	0.16	0.31	0.48	1.13	1.32	1.27	0.56	1.28	0.19	0.27	0.78	0.60	0.66	0.58	0.53	0.26	0.42	0.59	0.24	0.57	0.14	0.60	0.43	0.38	0.67	0.30	0.15	0.24	0.54	0.15	0.59
chr11_19387	4.00	chr11_19387	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.17	0.07	0	0	0	0	0
chr11_19431	23.00	chr11_19431	23.00	1.00	0	1.00	0	1.00	1.00	0	0	0	0	1.00	0	2.00	0	0	2.00	1.00	0	0	3.00	0	0	0	1.00	0	1.00	0	0	0	1.00	0	1.00	0	0	0	1.00	2.00	0	1.00	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0.08	0	0.07	0	0.07	0.07	0	0	0	0	0.08	0	0.07	0	0	0.14	0.07	0	0	0.23	0	0	0	0.08	0	0.09	0	0	0	0.10	0	0.09	0	0	0	0.09	0.17	0	0.08	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0
chr11_19457	14.00	chr11_19457	14.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	2.00	0	0	2.00	0	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.07	0	0	0	0	0	0	0	0	0	0.09	0.11	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.08	0	0.15	0	0	0.14	0	0.25
chr11_19502	43.00	chr11_19502	43.00	2.00	1.00	0	0	0	0	0	1.00	1.00	1.00	2.00	0	3.00	2.00	3.00	2.00	0	0	0	1.00	0	1.00	0	0	0	0	0	1.00	2.00	1.00	1.00	0	1.00	1.00	0	1.00	1.00	1.00	1.00	2.00	0	2.00	0	2.00	0	0	0	0	1.00	3.00	0	2.00	0.15	0.07	0	0	0	0	0	0.08	0.07	0.07	0.16	0	0.11	0.15	0.20	0.14	0	0	0	0.08	0	0.08	0	0	0	0	0	0.08	0.17	0.10	0.09	0	0.09	0.09	0	0.09	0.09	0.08	0.08	0.16	0	0.14	0	0.14	0	0	0	0	0.08	0.20	0	0.17
chr11_19511	2.00	chr11_19511	2.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_19536	124.00	chr11_19536	124.00	0	5.00	3.00	5.00	1.00	0	4.00	15.00	6.00	2.00	7.00	3.00	4.00	0	0	1.00	5.00	2.00	5.00	1.00	2.00	1.00	3.00	0	2.00	2.00	2.00	4.00	5.00	1.00	1.00	4.00	1.00	2.00	1.00	1.00	0	1.00	2.00	2.00	4.00	0	3.00	0	0	1.00	2.00	0	1.00	3.00	2.00	2.00	0	0.35	0.22	0.36	0.07	0	0.26	1.19	0.43	0.14	0.56	0.22	0.15	0	0	0.07	0.37	0.16	0.37	0.08	0.16	0.08	0.24	0	0.15	0.18	0.21	0.32	0.43	0.10	0.09	0.35	0.09	0.19	0.08	0.09	0	0.08	0.17	0.16	0.28	0	0.23	0	0	0.08	0.15	0	0.08	0.20	0.15	0.17
chr11_19564	3.00	chr11_19564	3.00	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
