#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-1206	0.00	hsa-mir-1206	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-5p	0.00	hsa-mir-1207	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1208	0.00	hsa-mir-1208	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-5p	10.00	hsa-mir-122	10.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	1.00	0	0	0	0	0	1.00	0	0	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.08	0	0	0	0	0	0.08	0	0	0.22	0	0	0	0
hsa-miR-1224-5p	19.00	hsa-mir-1224	19.00	1.00	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	2.00	1.00	0	1.00	0	1.00	0	0	0	0	1.00	0	0	2.00	1.00	0	0	0	0	0	0	1.00	1.00	0	1.00	1.00	0	0	0	0	0.08	0	0	0.07	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.08	0.16	0.08	0	0.09	0	0.08	0	0	0	0	0.09	0	0	0.18	0.09	0	0	0	0	0	0	0.07	0.08	0	0.07	0.07	0	0	0	0
hsa-miR-1225-5p	0.00	hsa-mir-1225	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-5p	0.00	hsa-mir-1226	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1227-5p	0.00	hsa-mir-1227	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1228-5p	0.00	hsa-mir-1228	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1229-5p	0.00	hsa-mir-1229	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1231	0.00	hsa-mir-1231	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-5p	0.00	hsa-mir-1233-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-5p	0.00	hsa-mir-1233-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1236-5p	0.00	hsa-mir-1236	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1238-5p	0.00	hsa-mir-1238	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-5p	0.00	hsa-mir-124-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-5p	0.00	hsa-mir-124-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-5p	0.00	hsa-mir-124-3	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1243	0.00	hsa-mir-1243	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245b-5p	0.00	hsa-mir-1245b	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1246	10.00	hsa-mir-1246	10.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	0	0	0	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.08	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.08	0	0	0	0.07	0.23	0
hsa-miR-1248	5.00	hsa-mir-1248	5.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0
hsa-miR-1249-5p	0.00	hsa-mir-1249	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1250-5p	0.00	hsa-mir-1250	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	2.00	hsa-mir-1251	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.08	0
hsa-miR-1252-5p	0.00	hsa-mir-1252	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1253	0.00	hsa-mir-1253	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1254	968.00	hsa-mir-1254-1	968.00	17.00	15.00	12.00	10.00	12.00	11.00	18.00	11.00	31.00	12.00	38.00	21.00	45.00	27.00	4.00	18.00	31.00	26.00	36.00	25.00	14.00	22.00	31.00	23.00	26.00	15.00	34.00	19.00	26.00	12.00	17.00	29.00	21.00	20.00	18.00	5.00	19.00	15.00	11.00	12.00	9.00	9.00	12.00	7.00	15.00	12.00	20.00	12.00	14.00	16.00	19.00	14.00	1.32	1.07	0.89	0.72	0.83	0.75	1.18	0.88	2.23	0.82	3.02	1.56	1.69	2.03	0.27	1.30	2.27	2.13	2.65	1.94	1.10	1.75	2.44	1.85	1.97	1.32	3.64	1.53	2.22	1.16	1.54	2.52	1.81	1.87	1.49	0.44	1.66	1.25	0.93	0.95	0.64	0.62	0.91	0.51	1.15	1.00	1.48	0.87	1.10	1.09	1.47	1.17
hsa-miR-1254	968.00	hsa-mir-1254-2	968.00	17.00	15.00	12.00	10.00	12.00	11.00	18.00	11.00	31.00	12.00	38.00	21.00	45.00	27.00	4.00	18.00	31.00	26.00	36.00	25.00	14.00	22.00	31.00	23.00	26.00	15.00	34.00	19.00	26.00	12.00	17.00	29.00	21.00	20.00	18.00	5.00	19.00	15.00	11.00	12.00	9.00	9.00	12.00	7.00	15.00	12.00	20.00	12.00	14.00	16.00	19.00	14.00	1.32	1.07	0.89	0.72	0.83	0.75	1.18	0.88	2.23	0.82	3.02	1.56	1.69	2.03	0.27	1.30	2.27	2.13	2.65	1.94	1.10	1.75	2.44	1.85	1.97	1.32	3.64	1.53	2.22	1.16	1.54	2.52	1.81	1.87	1.49	0.44	1.66	1.25	0.93	0.95	0.64	0.62	0.91	0.51	1.15	1.00	1.48	0.87	1.10	1.09	1.47	1.17
hsa-miR-1255a	92.00	hsa-mir-1255a	92.00	2.00	2.00	0	0	2.00	1.00	0	2.00	4.00	2.00	2.00	2.00	3.00	2.00	0	0	0	2.00	0	1.00	0	4.00	3.00	2.00	2.00	2.00	4.00	0	2.00	0	0	5.00	3.00	1.00	0	0	4.00	2.00	2.00	0	3.00	0	5.00	2.00	10.00	0	2.00	4.00	0	2.00	0	1.00	0.15	0.14	0	0	0.14	0.07	0	0.16	0.29	0.14	0.16	0.15	0.11	0.15	0	0	0	0.16	0	0.08	0	0.32	0.24	0.16	0.15	0.18	0.43	0	0.17	0	0	0.44	0.26	0.09	0	0	0.35	0.17	0.17	0	0.21	0	0.38	0.14	0.76	0	0.15	0.29	0	0.14	0	0.08
hsa-miR-1255b-5p	340.00	hsa-mir-1255b-1	340.00	5.00	2.00	7.00	8.00	8.00	6.00	4.00	7.00	11.00	8.00	11.00	7.00	14.00	12.00	4.00	5.00	7.00	4.00	8.00	3.00	3.00	11.00	5.00	1.00	6.00	4.00	8.00	3.00	9.00	8.00	5.00	7.00	6.00	9.00	11.00	3.00	5.00	4.00	3.00	5.00	4.00	3.00	2.00	5.00	21.00	7.00	8.00	14.00	1.00	8.00	7.00	3.00	0.39	0.14	0.52	0.58	0.55	0.41	0.26	0.56	0.79	0.55	0.87	0.52	0.53	0.90	0.27	0.36	0.51	0.33	0.59	0.23	0.24	0.88	0.39	0.08	0.45	0.35	0.86	0.24	0.77	0.78	0.45	0.61	0.52	0.84	0.91	0.27	0.44	0.33	0.25	0.39	0.28	0.21	0.15	0.36	1.60	0.58	0.59	1.02	0.08	0.54	0.54	0.25
hsa-miR-1255b-5p	340.00	hsa-mir-1255b-2	340.00	5.00	2.00	7.00	8.00	8.00	6.00	4.00	7.00	11.00	8.00	11.00	7.00	14.00	12.00	4.00	5.00	7.00	4.00	8.00	3.00	3.00	11.00	5.00	1.00	6.00	4.00	8.00	3.00	9.00	8.00	5.00	7.00	6.00	9.00	11.00	3.00	5.00	4.00	3.00	5.00	4.00	3.00	2.00	5.00	21.00	7.00	8.00	14.00	1.00	8.00	7.00	3.00	0.39	0.14	0.52	0.58	0.55	0.41	0.26	0.56	0.79	0.55	0.87	0.52	0.53	0.90	0.27	0.36	0.51	0.33	0.59	0.23	0.24	0.88	0.39	0.08	0.45	0.35	0.86	0.24	0.77	0.78	0.45	0.61	0.52	0.84	0.91	0.27	0.44	0.33	0.25	0.39	0.28	0.21	0.15	0.36	1.60	0.58	0.59	1.02	0.08	0.54	0.54	0.25
hsa-miR-1256	47.00	hsa-mir-1256	47.00	0	1.00	0	0	0	1.00	1.00	1.00	1.00	0	0	2.00	3.00	0	0	1.00	2.00	0	0	2.00	0	0	0	2.00	1.00	3.00	1.00	1.00	1.00	2.00	0	1.00	1.00	2.00	0	1.00	1.00	1.00	1.00	0	2.00	0	0	0	3.00	2.00	0	0	1.00	1.00	2.00	2.00	0	0.07	0	0	0	0.07	0.07	0.08	0.07	0	0	0.15	0.11	0	0	0.07	0.15	0	0	0.16	0	0	0	0.16	0.08	0.26	0.11	0.08	0.09	0.19	0	0.09	0.09	0.19	0	0.09	0.09	0.08	0.08	0	0.14	0	0	0	0.23	0.17	0	0	0.08	0.07	0.15	0.17
hsa-miR-1257	0.00	hsa-mir-1257	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-5p	17054.00	hsa-mir-125a	17054.00	465.00	201.00	583.00	419.00	416.00	445.00	370.00	211.00	436.00	414.00	227.00	331.00	688.00	275.00	69.00	196.00	397.00	133.00	285.00	336.00	236.00	528.00	286.00	391.00	508.00	173.00	198.00	364.00	303.00	433.00	440.00	308.00	355.00	347.00	318.00	196.00	212.00	332.00	240.00	506.00	240.00	60.00	113.00	158.00	159.00	585.00	520.00	226.00	278.00	485.00	336.00	323.00	35.98	14.28	43.46	30.34	28.63	30.29	24.35	16.81	31.37	28.43	18.04	24.53	25.81	20.72	4.70	14.18	29.02	10.92	20.94	26.06	18.57	42.09	22.47	31.42	38.40	15.22	21.17	29.23	25.85	41.98	39.93	26.81	30.66	32.52	26.30	17.44	18.56	27.69	20.31	39.89	17.00	4.16	8.54	11.40	12.14	48.87	38.51	16.46	21.80	32.94	25.92	27.09
hsa-miR-125b-5p	3969.00	hsa-mir-125b-1	3969.00	107.00	120.00	148.00	122.00	39.00	22.00	142.00	82.00	74.00	26.00	25.00	33.00	102.00	93.00	5.00	63.00	32.00	34.00	27.00	208.00	32.00	160.00	61.00	67.00	128.00	76.00	17.00	20.00	28.00	23.00	78.00	83.00	182.00	22.00	20.00	33.00	18.00	95.00	27.00	133.00	83.00	6.00	79.00	80.00	382.00	48.00	165.00	29.00	12.00	217.00	10.00	51.00	8.28	8.53	11.03	8.83	2.68	1.50	9.34	6.53	5.32	1.79	1.99	2.45	3.83	7.01	0.34	4.56	2.34	2.79	1.98	16.13	2.52	12.75	4.79	5.38	9.68	6.69	1.82	1.61	2.39	2.23	7.08	7.22	15.72	2.06	1.65	2.94	1.58	7.92	2.29	10.49	5.88	0.42	5.97	5.77	29.17	4.01	12.22	2.11	0.94	14.74	0.77	4.28
hsa-miR-125b-5p	3968.00	hsa-mir-125b-2	3968.00	107.00	120.00	148.00	122.00	39.00	22.00	142.00	82.00	74.00	26.00	25.00	33.00	102.00	92.00	5.00	63.00	32.00	35.00	27.00	209.00	32.00	160.00	61.00	67.00	128.00	76.00	17.00	20.00	28.00	23.00	78.00	82.00	183.00	22.00	19.00	33.00	18.00	95.00	27.00	133.00	84.00	6.00	79.00	80.00	381.00	48.00	164.00	29.00	12.00	217.00	10.00	51.00	8.28	8.53	11.03	8.83	2.68	1.50	9.34	6.53	5.32	1.79	1.99	2.45	3.83	6.93	0.34	4.56	2.34	2.87	1.98	16.21	2.52	12.75	4.79	5.38	9.68	6.69	1.82	1.61	2.39	2.23	7.08	7.14	15.81	2.06	1.57	2.94	1.58	7.92	2.29	10.49	5.95	0.42	5.97	5.77	29.10	4.01	12.15	2.11	0.94	14.74	0.77	4.28
hsa-miR-126-5p	16540.00	hsa-mir-126	16540.00	417.00	232.00	340.00	419.00	270.00	659.00	521.00	285.00	272.00	285.00	191.00	565.00	706.00	514.00	60.00	448.00	140.00	340.00	369.00	332.00	227.00	389.00	682.00	141.00	186.00	92.00	157.00	146.00	100.00	422.00	234.00	157.00	184.00	234.00	349.00	93.00	482.00	267.00	174.00	147.00	109.00	35.00	53.00	92.00	85.00	234.00	91.00	935.00	256.00	630.00	454.00	1338.00	32.26	16.48	25.35	30.34	18.58	44.86	34.28	22.70	19.57	19.57	15.18	41.88	26.48	38.73	4.08	32.41	10.23	27.91	27.12	25.75	17.86	31.01	53.58	11.33	14.06	8.09	16.79	11.73	8.53	40.91	21.24	13.66	15.89	21.93	28.86	8.27	42.19	22.27	14.73	11.59	7.72	2.43	4.01	6.64	6.49	19.55	6.74	68.11	20.07	42.79	35.02	112.24
hsa-miR-1260a	10864.00	hsa-mir-1260a	10864.00	126.00	195.00	172.00	111.00	56.00	140.00	159.00	239.00	213.00	154.00	401.00	102.00	347.00	231.00	40.00	238.00	276.00	119.00	442.00	253.00	429.00	444.00	319.00	191.00	237.00	325.00	279.00	305.00	220.00	94.00	202.00	496.00	331.00	241.00	129.00	144.00	166.00	155.00	151.00	164.00	216.00	66.00	28.00	92.00	149.00	251.00	157.00	191.00	173.00	242.00	44.00	219.00	9.75	13.85	12.82	8.04	3.85	9.53	10.46	19.04	15.32	10.57	31.87	7.56	13.02	17.40	2.72	17.22	20.18	9.77	32.48	19.62	33.75	35.39	25.06	15.35	17.91	28.59	29.83	24.50	18.77	9.11	18.33	43.17	28.59	22.59	10.67	12.81	14.53	12.93	12.78	12.93	15.30	4.57	2.12	6.64	11.38	20.97	11.63	13.91	13.57	16.44	3.39	18.37
hsa-miR-1260b	11000.00	hsa-mir-1260b	11000.00	130.00	195.00	177.00	113.00	64.00	139.00	153.00	235.00	209.00	151.00	394.00	103.00	360.00	233.00	39.00	233.00	289.00	114.00	449.00	255.00	430.00	465.00	326.00	193.00	252.00	335.00	301.00	320.00	218.00	88.00	192.00	502.00	335.00	246.00	127.00	138.00	157.00	154.00	160.00	177.00	220.00	65.00	30.00	87.00	159.00	263.00	147.00	190.00	167.00	250.00	46.00	225.00	10.06	13.85	13.20	8.18	4.40	9.46	10.07	18.72	15.04	10.37	31.31	7.63	13.50	17.56	2.65	16.86	21.13	9.36	32.99	19.78	33.83	37.07	25.61	15.51	19.05	29.47	32.18	25.70	18.60	8.53	17.42	43.69	28.93	23.06	10.50	12.28	13.74	12.84	13.54	13.95	15.58	4.50	2.27	6.28	12.14	21.97	10.89	13.84	13.09	16.98	3.55	18.87
hsa-miR-1261	0.00	hsa-mir-1261	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1262	2.00	hsa-mir-1262	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
hsa-miR-1263	0.00	hsa-mir-1263	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1265	0.00	hsa-mir-1265	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1266-5p	2.00	hsa-mir-1266	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
